datetime,BELO HORIZONTE (PAMPULHA),BRASILIA,MANAUS,PORTO ALEGRE - JARDIM BOTANICO,SALVADOR
2023-05-14,0.0,0.0,0.0,0.0,48.0
2023-05-15,0.0,0.0,1.0,0.2,0.0
2023-05-16,0.0,0.0,26.8,0.0,0.2
2023-05-17,0.0,0.0,25.4,0.0,0.0
2023-05-18,0.0,0.0,3.8,0.2,12.2
2023-05-19,0.0,0.0,0.0,0.0,6.800000000000001
2023-05-20,0.0,0.0,0.0,0.2,0.2
2023-05-21,0.0,0.0,0.0,0.0,14.8
2023-05-22,0.0,0.0,0.0,0.4,0.2
2023-05-23,0.0,0.0,11.4,0.0,5.6
2023-05-24,0.0,0.0,0.0,0.0,22.4
2023-05-25,0.0,0.0,3.4,0.0,26.2
2023-05-26,0.0,0.0,0.0,0.0,14.4
2023-05-27,0.0,0.0,0.0,2.4,7.6
2023-05-28,0.0,0.0,0.0,0.0,28.6
2023-05-29,0.4,0.0,0.7999999999999999,0.0,0.6
2023-05-30,0.2,0.0,0.4,0.0,0.2
2023-05-31,0.0,0.0,0.4,0.2,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0
2023-06-02,0.0,0.0,0.0,0.2,3.2
2023-06-03,0.0,0.0,14.4,0.0,3.2
2023-06-04,0.0,0.0,3.6,0.0,0.4
2023-06-05,0.0,0.0,0.0,0.0,12.0
2023-06-06,0.0,0.0,0.0,0.0,14.2
2023-06-07,0.0,0.0,0.0,0.0,17.8
2023-06-08,0.0,0.0,0.2,0.2,23.6
2023-06-09,0.0,0.0,0.0,0.0,9.6
2023-06-10,0.0,0.0,0.0,30.0,0.0
2023-06-11,0.0,0.0,0.0,35.6,0.0
2023-06-12,0.0,0.0,0.0,0.0,0.0
2023-06-13,0.0,0.4,0.0,0.0,2.4
2023-06-14,0.0,0.0,0.4,1.2000000000000002,19.2
2023-06-15,0.0,0.0,2.4000000000000004,41.2,2.8
2023-06-16,0.6,1.2,0.0,122.6,0.4
2023-06-17,2.0,0.4,0.0,0.4,4.8
2023-06-18,0.2,0.2,27.2,0.0,7.0
2023-06-19,0.0,0.0,0.2,0.2,44.0
2023-06-20,0.0,0.0,0.0,0.0,7.4
2023-06-21,0.0,0.0,0.0,4.0,4.4
2023-06-22,0.0,0.0,0.0,3.0,1.6
2023-06-23,0.0,0.0,0.0,3.8,0.8
2023-06-24,0.0,0.0,0.0,0.0,1.6
2023-06-25,0.0,0.0,0.0,1.4,0.0
2023-06-26,0.0,0.0,0.0,0.0,3.8
2023-06-27,0.0,0.0,0.0,0.0,0.0
2023-06-28,0.0,0.0,0.0,3.8,0.2
2023-06-29,0.0,0.0,0.0,0.0,8.0
2023-06-30,0.0,0.0,0.0,0.0,4.6000000000000005
2023-07-01,0.0,0.0,0.0,0.2,1.0
2023-07-02,0.0,0.0,32.2,0.0,8.6
2023-07-03,0.0,0.0,3.6,0.0,0.0
2023-07-04,0.0,0.0,9.6,0.0,9.4
2023-07-05,0.0,0.0,0.0,0.0,1.4
2023-07-06,0.0,0.0,0.0,0.0,3.0
2023-07-07,0.0,0.0,0.0,24.8,2.6
2023-07-08,0.0,0.0,0.0,20.2,0.2
2023-07-09,0.0,0.0,0.0,0.0,1.6
2023-07-10,0.0,0.0,1.4,0.0,0.0
2023-07-11,0.0,0.0,0.0,1.8,0.4
2023-07-12,0.0,0.0,0.0,56.0,0.0
2023-07-13,0.0,0.0,0.0,19.8,0.0
2023-07-14,1.6,0.0,14.6,16.0,0.0
2023-07-15,0.0,0.0,0.0,0.0,0.0
2023-07-16,0.0,0.0,0.0,0.0,2.2
2023-07-17,0.0,0.0,0.0,0.0,0.2
2023-07-18,0.0,0.0,0.0,0.0,3.4
2023-07-19,0.0,0.0,0.0,0.0,3.0
2023-07-20,0.0,0.0,0.0,0.0,0.8
2023-07-21,0.0,0.0,0.0,10.2,3.4000000000000004
2023-07-22,0.0,0.0,8.4,0.0,7.6
2023-07-23,0.0,0.0,0.0,0.0,1.8
2023-07-24,0.0,0.0,0.0,0.0,1.6
2023-07-25,0.0,0.0,0.0,32.2,0.6
2023-07-26,0.0,0.0,0.0,0.4,2.8
2023-07-27,0.0,0.0,0.0,0.0,18.8
2023-07-28,0.0,0.0,0.0,29.2,20.0
2023-07-29,0.0,0.0,0.0,0.0,0.2
2023-07-30,0.0,0.0,0.0,0.0,0.2
2023-07-31,0.0,0.0,0.0,0.0,0.8
2023-08-01,0.0,0.0,0.0,0.0,19.2
2023-08-02,0.0,0.0,17.2,0.0,10.6
2023-08-03,0.0,0.0,0.8,0.2,5.6
2023-08-04,0.0,0.0,0.0,0.0,0.0
2023-08-05,0.0,0.0,0.0,0.0,0.0
2023-08-06,0.0,0.0,0.0,0.0,1.0
2023-08-07,0.0,0.0,0.0,10.8,16.2
2023-08-08,0.0,0.0,0.0,0.0,0.6
2023-08-09,0.0,0.0,0.0,14.6,0.0
2023-08-10,0.0,0.0,0.0,5.8,0.2
2023-08-11,0.0,0.0,0.0,31.0,1.8
2023-08-12,0.0,0.0,0.0,0.0,0.8
2023-08-13,0.0,0.0,0.0,0.0,5.0
2023-08-14,0.0,0.0,0.0,0.0,4.6
2023-08-15,0.0,0.0,0.0,0.0,0.2
2023-08-16,0.0,0.0,0.0,0.0,0.6
2023-08-17,0.0,0.0,0.0,0.0,7.0
2023-08-18,0.0,0.0,0.0,5.4,31.6
2023-08-19,0.0,0.0,0.0,1.4,3.2
2023-08-20,1.2,0.0,0.0,0.0,0.0
2023-08-21,7.4,0.0,0.0,0.0,2.8
2023-08-22,0.2,0.0,0.0,0.4,0.4
2023-08-23,0.0,0.0,0.0,6.6,0.0
2023-08-24,0.0,0.0,0.0,0.8,0.0
2023-08-25,0.0,0.0,0.0,0.0,0.0
2023-08-26,0.0,4.6,0.0,0.0,0.0
2023-08-27,4.8,0.4,0.0,0.0,0.0
2023-08-28,5.0,7.800000000000001,0.0,0.0,0.0
2023-08-29,1.4,0.0,0.0,0.0,0.0
2023-08-30,0.2,8.2,0.0,0.0,0.0
2023-08-31,0.0,16.6,0.0,0.0,0.0
2023-09-01,0.0,20.8,0.0,0.0,0.0
2023-09-02,0.0,1.8,0.0,0.8,0.0
2023-09-03,0.0,0.0,0.0,19.2,11.8
2023-09-04,0.0,0.0,0.0,62.8,5.4
2023-09-05,2.0,0.0,0.0,14.2,6.2
2023-09-06,0.0,0.0,0.0,0.0,2.6
2023-09-07,0.0,0.0,0.0,1.6,4.6
2023-09-08,0.0,0.0,0.0,26.6,3.4
2023-09-09,0.0,0.0,0.0,8.8,2.2
2023-09-10,0.0,0.0,0.0,0.0,0.6000000000000001
2023-09-11,0.0,0.0,11.6,0.0,5.6
2023-09-12,0.0,0.0,0.0,13.4,4.4
2023-09-13,0.0,0.0,0.0,66.2,0.0
2023-09-14,0.0,0.0,0.0,24.4,0.0
2023-09-15,0.0,0.0,0.0,0.6000000000000001,0.0
2023-09-16,0.0,0.0,5.6000000000000005,0.0,0.0
2023-09-17,0.0,0.0,0.0,0.0,0.0
2023-09-18,0.0,0.0,0.0,15.2,6.0
2023-09-19,0.0,0.0,0.0,8.8,0.0
2023-09-20,0.0,0.0,17.6,0.0,0.6
2023-09-21,0.0,0.0,0.0,0.0,0.8
2023-09-22,0.0,0.0,0.0,38.6,0.8
2023-09-23,0.0,0.0,0.0,22.0,3.6
2023-09-24,0.0,0.0,0.0,9.0,0.0
2023-09-25,0.0,0.0,0.0,8.0,0.0
2023-09-26,0.0,0.0,8.0,47.2,0.0
2023-09-27,0.0,0.0,0.0,7.4,0.0
2023-09-28,8.600000000000001,0.2,0.0,0.0,0.0
2023-09-29,0.2,7.2,0.0,0.0,0.0
2023-09-30,0.0,0.0,0.0,0.0,2.4000000000000004
2023-10-01,15.8,0.0,0.0,0.0,4.8
2023-10-02,6.8,16.400000000000002,0.0,0.0,3.2
2023-10-03,2.8,2.2,0.0,0.0,0.0
2023-10-04,0.0,0.0,0.0,11.8,0.4
2023-10-05,1.0,4.2,0.0,0.2,0.0
2023-10-06,26.0,2.8,0.0,0.0,0.0
2023-10-07,0.0,23.6,0.0,6.2,0.4
2023-10-08,0.0,4.8,0.0,1.8,0.0
2023-10-09,0.0,1.2000000000000002,0.0,2.6,0.0
2023-10-10,0.0,0.0,0.0,0.0,0.0
2023-10-11,0.0,0.0,0.0,14.6,0.0
2023-10-12,0.0,0.0,0.4,12.6,0.0
2023-10-13,0.0,0.4,0.0,0.0,0.0
2023-10-14,0.0,0.0,19.0,0.0,0.0
2023-10-15,0.0,0.0,1.4,0.0,1.4
2023-10-16,0.0,0.0,29.4,45.8,0.2
2023-10-17,0.0,0.0,0.0,0.2,0.6
2023-10-18,0.0,0.0,23.0,0.0,0.0
2023-10-19,7.800000000000001,0.0,0.0,0.0,0.0
2023-10-20,23.6,0.6,0.0,0.0,0.0
2023-10-21,3.0,14.0,0.0,0.0,0.0
2023-10-22,0.0,0.2,16.799999999999997,6.6,0.0
2023-10-23,0.0,0.0,0.2,4.6,13.6
2023-10-24,0.0,0.7999999999999999,0.0,0.2,0.4
2023-10-25,22.4,0.0,0.0,0.0,0.0
2023-10-26,3.6,0.8,0.0,0.0,0.0
2023-10-27,27.6,25.0,0.0,0.0,0.0
2023-10-28,1.6,2.4,0.0,0.0,0.0
2023-10-29,3.0,3.0,0.0,0.0,0.0
2023-10-30,37.2,0.0,0.0,1.6,0.0
2023-10-31,9.6,23.8,0.0,1.2000000000000002,0.0
2023-11-01,3.2,1.2,0.0,0.0,0.0
2023-11-02,1.6,1.2,0.0,27.2,0.0
2023-11-03,4.2,0.6000000000000001,0.0,36.2,0.2
2023-11-04,17.8,2.2,0.0,0.2,0.0
2023-11-05,0.0,6.8,0.0,0.0,0.0
2023-11-06,0.0,0.0,0.0,0.0,0.0
2023-11-07,0.0,0.0,43.8,0.0,25.6
2023-11-08,0.0,0.0,3.8,0.0,1.2000000000000002
2023-11-09,0.0,0.0,0.0,0.4,5.4
2023-11-10,0.0,0.0,0.0,0.0,0.0
2023-11-11,0.0,0.0,0.0,58.2,0.0
2023-11-12,0.0,0.0,0.0,66.2,0.0
2023-11-13,0.0,0.0,0.0,21.4,0.0
2023-11-14,0.0,0.0,0.0,0.0,0.0
2023-11-15,0.4,0.0,0.0,25.0,2.0
2023-11-16,0.0,0.0,0.0,0.6000000000000001,0.0
2023-11-17,0.0,0.0,0.6,12.2,0.0
2023-11-18,0.0,1.2000000000000002,0.0,46.2,0.0
2023-11-19,8.8,0.6,0.0,0.0,0.0
2023-11-20,36.2,11.8,4.0,0.0,0.0
2023-11-21,37.2,23.4,0.0,0.0,0.0
2023-11-22,0.0,5.4,0.4,19.4,2.0
2023-11-23,0.0,0.4,49.0,0.2,0.0
2023-11-24,16.8,4.2,0.0,0.0,0.0
2023-11-25,0.2,18.4,7.0,0.0,0.0
2023-11-26,0.0,4.8,17.599999999999998,0.0,10.2
2023-11-27,0.0,22.0,4.2,0.0,0.0
2023-11-28,0.0,0.0,0.0,28.4,0.0
2023-11-29,0.0,0.0,4.4,1.0,0.0
2023-11-30,0.0,0.0,0.0,0.0,0.0
2023-12-01,13.4,1.6,0.0,0.0,0.0
2023-12-02,4.4,5.2,0.0,12.8,0.0
2023-12-03,2.2,9.8,25.2,0.2,0.0
2023-12-04,11.6,3.6,0.0,7.6,1.0
2023-12-05,0.4,3.2,5.2,0.6000000000000001,0.0
2023-12-06,0.0,0.0,0.0,4.0,0.4
2023-12-07,0.0,0.0,27.8,1.8,8.2
2023-12-08,0.0,0.0,0.2,0.0,0.6
2023-12-09,0.0,0.0,6.8,0.0,0.0
2023-12-10,0.0,0.0,2.2,0.0,0.0
2023-12-11,0.0,0.0,2.4000000000000004,0.0,0.2
2023-12-12,25.8,0.0,0.0,0.0,0.0
2023-12-13,1.0,0.6000000000000001,0.0,0.0,0.2
2023-12-14,0.0,0.0,0.0,0.0,1.6
2023-12-15,0.0,0.0,13.8,3.6,0.0
2023-12-16,0.0,0.0,36.2,5.4,2.2
2023-12-17,0.0,1.7999999999999998,48.8,0.0,0.0
2023-12-18,5.4,2.2,1.0,0.0,0.0
2023-12-19,2.0,6.8,13.2,6.8,0.0
2023-12-20,0.0,3.6,4.2,0.2,52.4
2023-12-21,1.8,25.2,5.4,0.0,11.2
2023-12-22,14.0,8.2,1.8,0.0,3.8
2023-12-23,13.6,4.0,12.0,2.8000000000000003,0.0
2023-12-24,5.6,11.4,0.0,0.0,0.0
2023-12-25,5.2,3.8,47.8,10.0,0.0
2023-12-26,7.6,9.8,0.0,0.0,0.0
2023-12-27,0.0,0.0,2.0,0.0,0.0
2023-12-28,0.0,0.6000000000000001,8.399999999999999,0.0,0.0
2023-12-29,0.0,0.0,35.8,32.8,0.0
2023-12-30,11.0,2.8,7.8,0.0,0.0
2023-12-31,24.0,21.6,13.0,0.0,0.0
2024-01-01,20.4,35.6,0.0,0.0,0.0
2024-01-02,5.2,23.2,0.0,37.6,0.0
2024-01-03,30.2,48.8,0.0,0.0,7.0
2024-01-04,13.4,7.6,3.8,0.0,0.0
2024-01-05,0.6000000000000001,2.4,0.0,0.0,0.0
2024-01-06,0.0,0.0,0.2,0.0,0.4
2024-01-07,12.8,51.60000000000001,0.0,7.6,0.0
2024-01-08,5.2,2.4,2.6,0.0,0.0
2024-01-09,1.0,12.8,9.2,0.0,0.0
2024-01-10,0.0,15.6,1.0,0.0,0.0
2024-01-11,7.800000000000001,1.0,0.6000000000000001,27.200000000000003,0.0
2024-01-12,0.4,0.0,4.2,0.0,0.0
2024-01-13,7.0,18.2,8.6,0.0,0.0
2024-01-14,21.8,11.4,68.8,39.2,0.0
2024-01-15,14.0,0.2,0.4,0.2,0.2
2024-01-16,0.0,2.8000000000000003,0.6000000000000001,0.0,1.0
2024-01-17,0.0,0.0,0.8,68.8,0.0
2024-01-18,23.8,0.0,9.4,0.0,0.0
2024-01-19,0.0,0.0,0.0,18.2,3.6
2024-01-20,0.0,0.0,0.4,19.2,0.0
2024-01-21,2.4,7.0,8.0,2.0,0.0
2024-01-22,0.0,0.4,0.0,0.0,0.0
2024-01-23,0.2,0.0,0.0,0.0,0.0
2024-01-24,34.8,4.4,0.2,3.6,4.4
2024-01-25,3.8,2.6000000000000005,8.4,0.0,8.799999999999999
2024-01-26,12.8,43.2,7.199999999999999,0.0,4.0
2024-01-27,1.2000000000000002,9.8,1.2,0.0,115.8
2024-01-28,0.8,1.4,1.0,10.0,0.0
2024-01-29,23.4,0.0,0.4,0.2,0.0
2024-01-30,6.6,15.2,0.0,0.0,0.0
2024-01-31,16.2,2.0,0.0,0.0,0.0
2024-02-01,10.8,2.8,46.2,0.0,0.0
2024-02-02,0.0,0.2,0.0,0.0,6.6
2024-02-03,0.8,0.0,2.8,0.0,0.0
2024-02-04,0.0,0.0,0.0,0.0,4.4
2024-02-05,0.0,0.6,13.8,8.599999999999998,9.8
2024-02-06,50.6,0.2,0.0,0.0,0.0
2024-02-07,0.6000000000000001,0.0,0.0,0.0,0.0
2024-02-08,14.8,10.2,0.0,0.0,36.8
2024-02-09,0.2,13.4,17.400000000000002,0.0,67.2
2024-02-10,0.2,13.4,35.2,0.0,2.2
2024-02-11,0.0,16.6,5.6,0.0,72.8
2024-02-12,0.0,1.2000000000000002,17.6,0.0,3.0
2024-02-13,0.4,0.0,47.8,28.6,11.8
2024-02-14,0.4,0.0,25.8,0.0,0.0
2024-02-15,11.0,2.0,1.8,0.0,0.0
2024-02-16,2.8,8.2,0.0,23.0,0.2
2024-02-17,11.6,9.2,9.2,0.2,0.0
2024-02-18,11.8,6.2,24.6,0.0,8.0
2024-02-19,11.4,0.8,0.2,0.0,0.0
2024-02-20,12.6,11.2,0.0,0.0,32.0
2024-02-21,11.2,2.4,0.0,0.0,5.4
2024-02-22,12.2,0.0,0.0,0.0,24.2
2024-02-23,31.6,7.0,0.0,0.0,27.0
2024-02-24,0.4,0.0,9.8,0.0,3.8
2024-02-25,0.0,0.0,22.6,0.0,0.2
2024-02-26,0.0,0.0,17.0,3.6,0.2
2024-02-27,0.6,0.0,5.4,21.200000000000003,1.0
2024-02-28,0.0,0.0,0.0,0.2,0.4
2024-02-29,0.0,0.0,0.0,0.0,0.0
2024-03-01,2.8000000000000003,0.0,0.0,0.0,0.0
2024-03-02,0.2,0.4,65.80000000000001,0.0,0.0
2024-03-03,0.0,1.0,0.2,0.0,0.0
2024-03-04,1.4,3.0,18.6,0.0,44.8
2024-03-05,0.6000000000000001,1.4,0.0,0.0,1.0
2024-03-06,13.6,0.0,0.0,0.0,0.0
2024-03-07,6.6,7.2,0.0,0.0,4.2
2024-03-08,0.0,0.0,2.8,53.4,0.0
2024-03-09,0.0,0.0,9.0,0.0,1.6
2024-03-10,14.2,19.8,0.0,0.0,0.0
2024-03-11,0.4,3.2,30.2,0.0,0.0
2024-03-12,0.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,1.4,36.2,0.0,0.2
2024-03-14,0.0,10.8,6.4,0.0,25.8
2024-03-15,0.0,0.0,20.2,0.0,1.0
2024-03-16,0.0,0.0,10.2,3.0,0.0
2024-03-17,0.0,0.0,3.0,0.2,0.0
2024-03-18,0.6000000000000001,8.6,30.0,0.0,0.0
2024-03-19,5.0,0.2,3.4,0.0,0.0
2024-03-20,7.0,0.0,6.6,0.0,0.0
2024-03-21,0.2,0.0,27.2,12.4,0.0
2024-03-22,0.2,1.0,1.8,0.4,0.0
2024-03-23,76.8,20.0,3.0,0.0,0.0
2024-03-24,1.4,0.0,94.8,0.0,0.0
2024-03-25,0.6000000000000001,34.4,11.2,0.0,17.0
2024-03-26,28.4,0.2,0.0,0.0,7.6
2024-03-27,0.2,0.8,0.0,0.0,0.0
2024-03-28,0.0,3.8,39.2,0.0,9.8
2024-03-29,0.6000000000000001,0.0,0.0,12.2,0.0
2024-03-30,1.6,0.0,0.0,0.0,0.0
2024-03-31,0.2,0.2,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.4,0.0,0.0
2024-04-02,0.0,70.2,5.2,0.0,111.2
2024-04-03,0.2,0.4,0.0,0.0,6.2
2024-04-04,0.2,14.2,25.0,0.0,4.4
2024-04-05,3.4000000000000004,3.6,4.6,0.0,34.0
2024-04-06,0.0,0.2,0.2,0.0,15.6
2024-04-07,0.0,0.0,20.6,7.2,25.200000000000003
2024-04-08,0.0,0.0,0.0,0.0,160.0
2024-04-09,0.0,0.0,3.6,0.0,44.2
2024-04-10,0.0,0.0,0.0,0.0,1.0
2024-04-11,0.0,13.4,0.0,5.6,21.200000000000003
2024-04-12,0.0,11.2,85.2,1.0,2.4
2024-04-13,0.0,0.0,6.8,9.4,3.6
2024-04-14,0.0,0.0,0.0,5.8,18.2
2024-04-15,0.0,0.0,0.0,4.0,16.0
2024-04-16,0.0,0.0,3.4000000000000004,31.000000000000004,67.8
2024-04-17,0.0,0.0,3.0,0.0,38.4
2024-04-18,89.6,0.0,16.8,0.0,0.0
2024-04-19,3.6,0.0,0.0,0.0,0.6000000000000001
2024-04-20,0.0,0.0,12.0,0.0,3.6
2024-04-21,0.0,0.0,12.8,0.0,20.6
2024-04-22,0.0,16.6,0.0,0.0,60.0
2024-04-23,0.0,0.0,1.4,0.0,23.0
2024-04-24,0.0,0.6000000000000001,13.2,8.0,63.0
2024-04-25,0.0,0.0,0.0,0.2,35.0
2024-04-26,0.0,0.0,0.0,2.2,6.6000000000000005
2024-04-27,0.0,0.0,0.0,42.0,12.6
2024-04-28,0.0,0.0,0.0,5.8,0.0
2024-04-29,0.0,0.0,4.0,39.8,0.0
2024-04-30,0.0,0.0,0.4,109.0,0.0
2024-05-01,0.0,0.0,0.6,55.4,4.2
2024-05-02,0.0,0.0,0.0,94.4,0.2
2024-05-03,0.0,0.0,0.0,3.4,0.0
2024-05-04,0.0,0.0,0.0,9.4,6.0
2024-05-05,0.0,0.0,1.6,23.4,17.4
2024-05-06,0.0,0.0,50.6,0.0,58.6
2024-05-07,0.0,0.0,55.400000000000006,0.0,0.6000000000000001
2024-05-08,0.0,0.0,0.0,6.0,0.4
2024-05-09,0.0,0.0,0.0,0.0,0.0
2024-05-10,0.0,0.0,25.4,37.2,4.6000000000000005
2024-05-11,0.0,0.0,9.4,22.8,24.8
2024-05-12,0.0,0.0,1.0,67.6,0.4
2024-05-13,0.0,0.0,0.2,13.4,0.0
2024-05-14,0.0,0.0,0.0,0.0,0.0
2024-05-15,0.0,0.0,2.4,0.0,0.0
2024-05-16,0.0,0.0,0.2,6.2,15.0
2024-05-17,0.0,0.0,48.0,6.2,3.2
2024-05-18,0.0,0.0,16.599999999999998,0.0,20.6
2024-05-19,0.0,0.0,38.2,2.4,7.199999999999999
2024-05-20,0.0,0.0,18.200000000000003,0.2,17.0
2024-05-21,0.0,0.0,0.0,0.2,41.4
2024-05-22,0.0,0.0,0.0,0.0,12.2
2024-05-23,0.0,0.0,0.0,126.2,0.0
2024-05-24,0.0,0.0,2.2,20.8,0.0
2024-05-25,0.0,0.0,3.2,0.2,16.6
2024-05-26,0.0,0.0,6.0,1.4,0.0
2024-05-27,0.0,0.0,66.0,24.2,0.8
2024-05-28,0.0,0.0,5.2,0.8,1.2
2024-05-29,0.0,0.0,0.4,2.4,5.000000000000001
2024-05-30,0.0,0.0,2.4,0.0,10.4
2024-05-31,0.0,0.0,34.0,0.2,6.0
2024-06-01,0.0,0.0,24.8,0.2,10.6
2024-06-02,0.0,0.0,0.0,0.0,17.0
2024-06-03,0.0,0.0,8.6,15.2,2.6
2024-06-04,0.0,0.0,0.0,0.0,3.0
2024-06-05,0.0,0.0,6.6000000000000005,0.8,41.2
2024-06-06,0.0,0.0,1.4,0.0,3.0
2024-06-07,0.0,0.0,1.2,0.0,1.6
2024-06-08,0.0,0.0,0.0,0.0,1.2000000000000002
2024-06-09,0.0,0.0,0.8,0.0,1.6
2024-06-10,0.0,0.0,20.8,0.0,5.4
2024-06-11,0.0,0.0,0.0,0.0,0.0
2024-06-12,0.0,0.0,6.0,0.0,17.6
2024-06-13,0.0,0.0,29.0,0.0,0.4
2024-06-14,0.0,0.0,0.0,0.0,3.8
2024-06-15,0.0,0.0,0.0,7.6,2.6
2024-06-16,0.0,0.0,0.0,37.8,4.6
2024-06-17,0.0,0.0,0.0,0.4,1.2
2024-06-18,0.0,0.0,15.999999999999998,0.0,13.8
2024-06-19,0.0,0.0,0.0,70.4,3.8
2024-06-20,0.0,0.0,0.0,0.0,1.2
2024-06-21,0.0,0.0,0.0,16.2,5.6
2024-06-22,0.0,0.0,0.0,0.2,0.0
2024-06-23,0.0,0.0,0.0,13.2,0.2
2024-06-24,0.0,0.0,0.0,2.0,10.4
2024-06-25,0.0,0.0,0.0,0.0,12.2
2024-06-26,0.0,0.0,0.0,12.4,7.2
2024-06-27,0.0,0.0,0.0,0.2,0.0
2024-06-28,0.0,0.0,0.0,0.0,0.0
2024-06-29,0.0,0.0,0.0,0.0,0.0
2024-06-30,0.0,0.0,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,0.0,15.2
2024-07-02,0.0,0.0,0.0,0.0,0.0
2024-07-03,0.0,0.0,0.2,0.0,8.0
2024-07-04,0.0,0.0,0.0,0.2,0.0
2024-07-05,0.0,0.0,0.0,11.2,1.6
2024-07-06,0.0,0.0,0.0,0.2,19.8
2024-07-07,0.0,0.0,0.0,0.4,0.2
2024-07-08,0.0,0.0,0.0,0.0,0.0
2024-07-09,0.0,0.0,0.0,0.6000000000000001,0.0
2024-07-10,0.0,0.0,24.0,22.8,0.6000000000000001
2024-07-11,0.0,0.0,0.0,0.2,0.0
2024-07-12,0.0,0.0,0.0,0.2,5.2
2024-07-13,0.0,0.0,17.599999999999998,0.8,0.2
2024-07-14,0.0,0.0,0.8,10.8,0.0
2024-07-15,0.0,0.0,0.0,0.2,0.4
2024-07-16,0.0,0.0,16.8,1.8,3.6
2024-07-17,0.0,0.0,0.0,0.0,3.0
2024-07-18,0.0,0.0,0.0,0.0,4.2
2024-07-19,0.0,0.0,0.0,0.0,0.4
2024-07-20,0.0,0.0,0.0,0.0,2.2
2024-07-21,0.0,0.0,0.0,0.0,0.0
2024-07-22,0.0,0.0,0.0,0.0,0.4
2024-07-23,0.0,0.0,0.0,0.2,0.0
2024-07-24,0.0,0.0,0.0,0.0,0.2
2024-07-25,0.0,0.0,0.0,0.0,9.6
2024-07-26,0.0,0.0,0.0,0.0,7.2
2024-07-27,0.0,0.0,0.0,0.6000000000000001,0.4
2024-07-28,0.0,0.0,0.0,4.8,8.0
2024-07-29,0.0,0.0,0.0,18.8,0.2
2024-07-30,0.0,0.0,0.0,0.0,0.0
2024-07-31,0.0,0.0,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,0.0,5.4
2024-08-02,0.0,0.0,0.0,0.0,3.4000000000000004
2024-08-03,0.0,0.0,0.0,0.0,0.7999999999999999
2024-08-04,0.0,0.0,0.0,9.2,3.2
2024-08-05,0.0,0.0,0.0,1.6,3.8
2024-08-06,0.0,0.0,0.0,8.8,2.8
2024-08-07,0.0,0.0,0.0,4.6,11.6
2024-08-08,0.0,0.0,0.0,2.4,2.8
2024-08-09,0.0,0.0,0.0,0.0,10.2
2024-08-10,0.0,0.0,0.0,0.0,0.0
2024-08-11,0.0,0.0,6.0,0.0,0.0
2024-08-12,0.0,0.0,0.0,0.0,0.0
2024-08-13,0.0,0.0,9.6,0.0,0.0
2024-08-14,0.0,0.0,1.4,0.0,1.2
2024-08-15,0.0,0.0,0.0,0.0,0.0
2024-08-16,0.0,0.0,0.0,0.0,2.2
2024-08-17,0.0,0.0,0.0,0.0,1.6
2024-08-18,0.0,0.0,0.0,0.0,0.0
2024-08-19,0.0,0.0,0.0,3.0,0.0
2024-08-20,0.0,0.0,0.0,5.0,0.0
2024-08-21,0.0,0.0,0.0,0.2,0.0
2024-08-22,0.0,0.0,0.0,2.6,0.4
2024-08-23,0.0,0.0,0.0,7.800000000000001,0.0
2024-08-24,0.0,0.0,0.0,0.0,0.0
2024-08-25,0.0,0.0,0.0,0.0,0.0
2024-08-26,0.0,0.0,0.0,0.0,1.8
2024-08-27,0.0,0.0,0.0,0.0,0.0
2024-08-28,0.0,0.0,0.0,0.0,2.0
2024-08-29,0.0,0.0,0.0,0.0,22.0
2024-08-30,0.0,0.0,0.0,0.0,27.4
2024-08-31,0.0,0.0,0.0,0.0,26.8
2024-09-01,0.0,0.0,0.0,0.8,1.2
2024-09-02,0.0,0.0,0.0,0.0,0.0
2024-09-03,0.0,0.0,0.0,0.0,0.0
2024-09-04,0.0,0.0,0.0,15.8,0.0
2024-09-05,0.0,0.0,0.0,11.6,0.0
2024-09-06,0.0,0.0,1.6,0.0,0.0
2024-09-07,0.0,0.0,0.0,0.0,0.0
2024-09-08,0.0,0.0,0.0,0.0,0.0
2024-09-09,0.0,0.0,0.0,0.0,4.800000000000001
2024-09-10,0.0,0.0,0.0,0.0,0.0
2024-09-11,0.0,0.0,0.0,0.0,0.4
2024-09-12,0.0,0.0,0.0,2.0,5.6000000000000005
2024-09-13,0.0,0.0,0.0,25.6,0.2
2024-09-14,0.0,0.0,0.0,1.0,6.6
2024-09-15,0.0,0.0,0.0,0.0,0.0
2024-09-16,0.0,0.0,0.0,0.0,0.0
2024-09-17,0.0,0.0,0.0,0.0,0.0
2024-09-18,0.0,0.0,0.0,0.0,0.0
2024-09-19,0.0,0.0,0.0,0.0,0.0
2024-09-20,0.0,0.0,0.0,32.6,0.0
2024-09-21,0.0,0.0,0.0,0.6000000000000001,0.6
2024-09-22,0.0,0.0,0.0,0.0,0.0
2024-09-23,0.0,0.0,0.0,0.0,1.4
2024-09-24,0.0,0.0,20.200000000000003,31.0,8.4
2024-09-25,0.0,0.0,0.0,27.8,4.8
2024-09-26,0.0,0.0,0.0,54.2,0.6000000000000001
